Timestamp,Id,DL
1693352052.981505,0cf00400,ff ff 7f c0 12 ff ff ff
1693352052.981768,0cfedf00,93 c0 12 ff ff ff ff ff
1693352053.284818,0cf00300,ff 00 0b ff ff ff ff ff
1693352053.285059,0cf00400,ff ff 81 c0 12 ff ff ff
1693352053.285666,0cfedf00,90 c0 12 ff ff ff ff ff
1693352053.286236,0cfee900,ff ff ff ff e2 71 00 00
1693352053.286794,0cfef600,1c 1b 43 ff ff ff ff ff
1693352053.590286,0cf00400,ff ff 83 c0 12 ff ff ff
1693352053.590526,0cfedf00,91 c0 12 ff ff ff ff ff
1693352053.894473,0cf00300,ff 00 17 ff ff ff ff ff
1693352053.894893,0cf00400,ff ff 7e c0 12 ff ff ff
1693352053.895434,0cfedf00,8e c0 12 ff ff ff ff ff
1693352053.896029,0cfee900,ff ff ff ff fa 71 00 00
1693352053.896620,0cfef200,00 00 ff ff ff ff ff ff
1693352053.897384,0cfef600,13 1d 48 ff ff ff ff ff
1693352054.200523,0cf00400,ff ff 82 c0 12 ff ff ff
1693352054.200750,0cfedf00,90 c0 12 ff ff ff ff ff
1693352054.504655,0cf00300,ff 00 16 ff ff ff ff ff
1693352054.504967,0cf00400,ff ff 81 c0 12 ff ff ff
1693352054.505512,0cfedf00,8d c0 12 ff ff ff ff ff
1693352054.506095,0cfee900,ff ff ff ff 12 72 00 00
1693352054.506655,0cfef600,15 1b 43 ff ff ff ff ff
1693352054.810040,0cf00400,ff ff 80 c0 12 ff ff ff
1693352054.810320,0cfedf00,93 c0 12 ff ff ff ff ff
1693352055.114198,0cf00300,ff 00 0c ff ff ff ff ff
1693352055.114461,0cf00400,ff ff 81 c0 12 ff ff ff
1693352055.115073,0cfedf00,8d c0 12 ff ff ff ff ff
1693352055.115625,0cfee900,ff ff ff ff 2a 72 00 00
1693352055.116241,0cfef200,00 00 ff ff ff ff ff ff
1693352055.116796,0cfef600,14 16 47 ff ff ff ff ff
1693352055.420013,0cf00400,ff ff 82 c0 12 ff ff ff
1693352055.420296,0cfedf00,8f c0 12 ff ff ff ff ff
1693352055.724232,0cf00300,ff 00 18 ff ff ff ff ff
1693352055.724504,0cf00400,ff ff 86 c0 12 ff ff ff
1693352055.725127,0cfedf00,8f c0 12 ff ff ff ff ff
1693352055.725666,0cfee900,ff ff ff ff 42 72 00 00
1693352055.726250,0cfeee00,36 63 60 26 ff ff ff ff
1693352055.726825,0cfeef00,1b ff ff 18 ff ff ff 84
1693352055.727393,0cfef600,1f 15 45 ff ff ff ff ff
1693352056.030280,0cf00400,ff ff 86 c0 12 ff ff ff
1693352056.030562,0cfedf00,93 c0 12 ff ff ff ff ff
1693352056.334539,0cf00300,ff 00 0e ff ff ff ff ff
1693352056.334961,0cf00400,ff ff 7e c0 12 ff ff ff
1693352056.335517,0cfedf00,95 c0 12 ff ff ff ff ff
1693352056.336090,0cfee900,ff ff ff ff 5a 72 00 00
1693352056.336677,0cfef200,00 00 ff ff ff ff ff ff
1693352056.337353,0cfef600,11 20 42 ff ff ff ff ff
1693352056.640351,0cf00400,ff ff 81 c0 12 ff ff ff
1693352056.640685,0cfedf00,8c c0 12 ff ff ff ff ff
1693352056.944005,0cf00300,ff 00 1a ff ff ff ff ff
1693352056.944423,0cf00400,ff ff 82 c0 12 ff ff ff
1693352056.944997,0cfedf00,93 c0 12 ff ff ff ff ff
1693352056.945564,0cfee900,ff ff ff ff 72 72 00 00
1693352056.946157,0cfef600,16 12 49 ff ff ff ff ff
1693352057.247129,0cf00400,ff ff 83 c0 12 ff ff ff
1693352057.247409,0cfedf00,96 c0 12 ff ff ff ff ff
1693352057.549671,0cf00300,ff 00 15 ff ff ff ff ff
1693352057.550009,0cf00400,ff ff 83 c0 12 ff ff ff
1693352057.550541,0cfedf00,8d c0 12 ff ff ff ff ff
1693352057.551125,0cfee900,ff ff ff ff 8a 72 00 00
1693352057.551706,0cfef200,00 00 ff ff ff ff ff ff
1693352057.552294,0cfef600,1a 1c 44 ff ff ff ff ff
1693352305.040916,0cf00400,ff ff 7f c0 12 ff ff ff
1693352305.041251,0cfedf00,94 c0 12 ff ff ff ff ff
1693352305.344316,0cf00300,ff 00 11 ff ff ff ff ff
1693352305.344614,0cf00400,ff ff 88 c0 12 ff ff ff
1693352305.345424,0cfedf00,96 c0 12 ff ff ff ff ff
1693352305.346048,0cfee900,ff ff ff ff e2 71 00 00
1693352305.346413,0cfef600,13 1e 48 ff ff ff ff ff
1693352305.649394,0cf00400,ff ff 7f c0 12 ff ff ff
1693352305.649973,0cfedf00,91 c0 12 ff ff ff ff ff
1693352305.953712,0cf00300,ff 00 16 ff ff ff ff ff
1693352305.954254,0cf00400,ff ff 7f c0 12 ff ff ff
1693352305.954768,0cfedf00,91 c0 12 ff ff ff ff ff
1693352305.955349,0cfee900,ff ff ff ff fa 71 00 00
1693352305.955914,0cfef200,00 00 ff ff ff ff ff ff
1693352305.956509,0cfef600,1b 1c 41 ff ff ff ff ff
1693352306.259730,0cf00400,ff ff 7f c0 12 ff ff ff
1693352306.260073,0cfedf00,94 c0 12 ff ff ff ff ff
1693352306.563843,0cf00300,ff 00 1c ff ff ff ff ff
1693352306.564243,0cf00400,ff ff 80 c0 12 ff ff ff
1693352306.564823,0cfedf00,92 c0 12 ff ff ff ff ff
1693352306.565518,0cfee900,ff ff ff ff 12 72 00 00
1693352306.565974,0cfef600,16 1b 46 ff ff ff ff ff
1693352306.869365,0cf00400,ff ff 80 c0 12 ff ff ff
1693352306.869631,0cfedf00,8c c0 12 ff ff ff ff ff
1693352307.173471,0cf00300,ff 00 17 ff ff ff ff ff
1693352307.173746,0cf00400,ff ff 85 c0 12 ff ff ff
1693352307.174344,0cfedf00,91 c0 12 ff ff ff ff ff
1693352307.174900,0cfee900,ff ff ff ff 2a 72 00 00
1693352307.175493,0cfef200,00 00 ff ff ff ff ff ff
1693352307.176073,0cfef600,1e 18 47 ff ff ff ff ff
1693352307.479268,0cf00400,ff ff 82 c0 12 ff ff ff
1693352307.479592,0cfedf00,94 c0 12 ff ff ff ff ff
1693352307.783488,0cf00300,ff 00 1c ff ff ff ff ff
1693352307.783751,0cf00400,ff ff 7e c0 12 ff ff ff
1693352307.784373,0cfedf00,91 c0 12 ff ff ff ff ff
1693352307.784919,0cfee900,ff ff ff ff 42 72 00 00
1693352307.785487,0cfeee00,24 76 80 26 ff ff ff ff
1693352307.786092,0cfeef00,22 ff ff 1a ff ff ff 84
1693352307.786648,0cfef600,15 14 4b ff ff ff ff ff
1693352308.089952,0cf00400,ff ff 86 c0 12 ff ff ff
1693352308.090288,0cfedf00,8d c0 12 ff ff ff ff ff
1693352308.394703,0cf00300,ff 00 0a ff ff ff ff ff
1693352308.395024,0cf00400,ff ff 81 c0 12 ff ff ff
1693352308.395574,0cfedf00,8d c0 12 ff ff ff ff ff
1693352308.396148,0cfee900,ff ff ff ff 5a 72 00 00
1693352308.396736,0cfef200,00 00 ff ff ff ff ff ff
1693352308.397365,0cfef600,12 13 48 ff ff ff ff ff
1693352308.701677,0cf00400,ff ff 84 c0 12 ff ff ff
1693352308.701913,0cfedf00,8d c0 12 ff ff ff ff ff
1693352309.006127,0cf00300,ff 00 15 ff ff ff ff ff
1693352309.006371,0cf00400,ff ff 86 c0 12 ff ff ff
1693352309.006999,0cfedf00,8f c0 12 ff ff ff ff ff
1693352309.007545,0cfee900,ff ff ff ff 72 72 00 00
1693352309.008142,0cfef600,20 17 46 ff ff ff ff ff
1693352309.311535,0cf00400,ff ff 82 c0 12 ff ff ff
1693352309.311810,0cfedf00,95 c0 12 ff ff ff ff ff
1693352309.618741,0cf00300,ff 00 16 ff ff ff ff ff
1693352309.619129,0cf00400,ff ff 83 c0 12 ff ff ff
1693352309.619687,0cfedf00,95 c0 12 ff ff ff ff ff
1693352309.620272,0cfee900,ff ff ff ff 8a 72 00 00
1693352309.620865,0cfef200,00 00 ff ff ff ff ff ff
1693352309.621510,0cfef600,1a 20 49 ff ff ff ff ff
1693352309.924825,0cf00400,ff ff 86 c0 12 ff ff ff
1693352309.925105,0cfedf00,94 c0 12 ff ff ff ff ff
1693352310.229172,0cf00300,ff 00 0f ff ff ff ff ff
1693352310.229419,0cf00400,ff ff 86 c0 12 ff ff ff
1693352310.230037,0cfedf00,96 c0 12 ff ff ff ff ff
1693352310.230589,0cfee900,ff ff ff ff a2 72 00 00
1693352310.231169,0cfef600,14 1f 41 ff ff ff ff ff
1693352310.534601,0cf00400,ff ff 88 c0 12 ff ff ff
1693352310.534875,0cfedf00,8d c0 12 ff ff ff ff ff
1693352310.838905,0cf00300,ff 00 1c ff ff ff ff ff
1693352310.839182,0cf00400,ff ff 88 c0 12 ff ff ff
1693352310.839760,0cfedf00,92 c0 12 ff ff ff ff ff
1693352310.840331,0cfee900,ff ff ff ff ba 72 00 00
1693352310.840909,0cfeee00,2b 53 00 27 ff ff ff ff
1693352310.841509,0cfeef00,19 ff ff 16 ff ff ff 8c
1693352310.842072,0cfef200,00 00 ff ff ff ff ff ff
1693352310.842655,0cfef500,d0 ff ff ff ff ff ff ff
1693352310.843217,0cfef600,15 1f 4b ff ff ff ff ff
1693352311.145946,0cf00400,ff ff 81 c0 12 ff ff ff
1693352311.146218,0cfedf00,90 c0 12 ff ff ff ff ff
1693352311.450669,0cf00300,ff 00 1c ff ff ff ff ff
1693352311.451050,0cf00400,ff ff 86 c0 12 ff ff ff
1693352311.451646,0cfedf00,8d c0 12 ff ff ff ff ff
1693352311.452203,0cfee900,ff ff ff ff d2 72 00 00
1693352311.452791,0cfef600,18 1f 4a ff ff ff ff ff
1693352311.756356,0cf00400,ff ff 83 c0 12 ff ff ff
1693352311.756634,0cfedf00,8d c0 12 ff ff ff ff ff
1693352312.060532,0cf00300,ff 00 0a ff ff ff ff ff
1693352312.060802,0cf00400,ff ff 82 c0 12 ff ff ff
1693352312.061510,0cfedf00,8e c0 12 ff ff ff ff ff
1693352312.061962,0cfee900,ff ff ff ff ea 72 00 00
1693352312.062542,0cfef200,00 00 ff ff ff ff ff ff
1693352312.063153,0cfef600,17 14 47 ff ff ff ff ff
1693352312.366502,0cf00400,ff ff 7e c0 12 ff ff ff
1693352312.366830,0cfedf00,8f c0 12 ff ff ff ff ff
1693352312.670990,0cf00300,ff 00 1e ff ff ff ff ff
1693352312.671258,0cf00400,ff ff 87 c0 12 ff ff ff
1693352312.671874,0cfedf00,8e c0 12 ff ff ff ff ff
1693352312.672425,0cfee900,ff ff ff ff 02 73 00 00
1693352312.672996,0cfef600,1b 15 43 ff ff ff ff ff
1693352312.976460,0cf00400,ff ff 81 c0 12 ff ff ff
1693352312.976684,0cfedf00,95 c0 12 ff ff ff ff ff
1693352313.282787,0cf00300,ff 00 0e ff ff ff ff ff
1693352313.283048,0cf00400,ff ff 85 c0 12 ff ff ff
1693352313.283662,0cfedf00,94 c0 12 ff ff ff ff ff
1693352313.284222,0cfee900,ff ff ff ff 1a 73 00 00
1693352313.284801,0cfef200,00 00 ff ff ff ff ff ff
1693352313.285370,0cfef600,1d 1d 49 ff ff ff ff ff
1693352313.589468,0cf00400,ff ff 85 c0 12 ff ff ff
1693352313.589975,0cfedf00,8d c0 12 ff ff ff ff ff
1693352313.894563,0cf00300,ff 00 12 ff ff ff ff ff
1693352313.895007,0cf00400,ff ff 81 c0 12 ff ff ff
1693352313.895581,0cfedf00,8f c0 12 ff ff ff ff ff
1693352313.896180,0cfee900,ff ff ff ff 32 73 00 00
1693352313.896736,0cfeee00,57 8c 20 27 ff ff ff ff
1693352313.897392,0cfeef00,1a ff ff 18 ff ff ff 93
1693352313.897900,0cfef600,1d 1d 4a ff ff ff ff ff
1693352314.201579,0cf00400,ff ff 80 c0 12 ff ff ff
1693352314.202177,0cfedf00,8f c0 12 ff ff ff ff ff
1693352314.506390,0cf00300,ff 00 14 ff ff ff ff ff
1693352314.506666,0cf00400,ff ff 81 c0 12 ff ff ff
1693352314.507289,0cfedf00,8e c0 12 ff ff ff ff ff
1693352314.507836,0cfee900,ff ff ff ff 4a 73 00 00
1693352314.508419,0cfef200,00 00 ff ff ff ff ff ff
1693352314.509004,0cfef600,14 19 47 ff ff ff ff ff
1693352314.812891,0cf00400,ff ff 83 c0 12 ff ff ff
1693352314.813332,0cfedf00,91 c0 12 ff ff ff ff ff
1693352315.117401,0cf00300,ff 00 15 ff ff ff ff ff
1693352315.117553,0cf00400,ff ff 82 c0 12 ff ff ff
1693352315.118217,0cfedf00,91 c0 12 ff ff ff ff ff
1693352315.118735,0cfee900,ff ff ff ff 62 73 00 00
1693352315.119307,0cfef600,1d 16 4b ff ff ff ff ff
1693352315.422679,0cf00400,ff ff 82 c0 12 ff ff ff
1693352315.422960,0cfedf00,92 c0 12 ff ff ff ff ff
1693352315.726854,0cf00300,ff 00 14 ff ff ff ff ff
1693352315.727206,0cf00400,ff ff 85 c0 12 ff ff ff
1693352315.727713,0cfedf00,8d c0 12 ff ff ff ff ff
1693352315.728279,0cfee900,ff ff ff ff 7a 73 00 00
1693352315.728861,0cfef200,00 00 ff ff ff ff ff ff
1693352315.729510,0cfef600,14 1f 45 ff ff ff ff ff
1693352372.234206,0cf00400,ff ff 7f c0 12 ff ff ff
1693352372.234543,0cfedf00,96 c0 12 ff ff ff ff ff
1693352372.537635,0cf00300,ff 00 0c ff ff ff ff ff
1693352372.538134,0cf00400,ff ff 86 c0 12 ff ff ff
1693352372.538835,0cfedf00,8f c0 12 ff ff ff ff ff
1693352372.539851,0cfee900,ff ff ff ff e2 71 00 00
1693352372.540237,0cfef600,1f 17 48 ff ff ff ff ff
1693352372.844454,0cf00400,ff ff 7f c0 12 ff ff ff
1693352372.845337,0cfedf00,8e c0 12 ff ff ff ff ff
1693352373.149563,0cf00300,ff 00 1d ff ff ff ff ff
1693352373.150326,0cf00400,ff ff 7e c0 12 ff ff ff
1693352373.150537,0cfedf00,92 c0 12 ff ff ff ff ff
1693352373.151474,0cfee900,ff ff ff ff fa 71 00 00
1693352373.152193,0cfef200,00 00 ff ff ff ff ff ff
1693352373.152832,0cfef600,17 1a 42 ff ff ff ff ff
1693352373.456706,0cf00400,ff ff 86 c0 12 ff ff ff
1693352373.457377,0cfedf00,95 c0 12 ff ff ff ff ff
1693352373.761662,0cf00300,ff 00 0a ff ff ff ff ff
1693352373.762020,0cf00400,ff ff 82 c0 12 ff ff ff
1693352373.762623,0cfedf00,90 c0 12 ff ff ff ff ff
1693352373.763191,0cfee900,ff ff ff ff 12 72 00 00
1693352373.763878,0cfef600,18 15 42 ff ff ff ff ff
1693352374.068084,0cf00400,ff ff 80 c0 12 ff ff ff
1693352374.068500,0cfedf00,8d c0 12 ff ff ff ff ff
1693352374.373079,0cf00300,ff 00 0c ff ff ff ff ff
1693352374.373423,0cf00400,ff ff 86 c0 12 ff ff ff
1693352374.374094,0cfedf00,96 c0 12 ff ff ff ff ff
1693352374.374694,0cfee900,ff ff ff ff 2a 72 00 00
1693352374.375285,0cfef200,00 00 ff ff ff ff ff ff
1693352374.375864,0cfef600,13 12 45 ff ff ff ff ff
1693352374.680069,0cf00400,ff ff 87 c0 12 ff ff ff
1693352374.680448,0cfedf00,90 c0 12 ff ff ff ff ff
1693352374.984762,0cf00300,ff 00 12 ff ff ff ff ff
1693352374.985162,0cf00400,ff ff 88 c0 12 ff ff ff
1693352374.985778,0cfedf00,93 c0 12 ff ff ff ff ff
1693352374.986374,0cfee900,ff ff ff ff 42 72 00 00
1693352374.987020,0cfeee00,51 71 20 28 ff ff ff ff
1693352374.987664,0cfeef00,17 ff ff 16 ff ff ff 84
1693352374.988319,0cfef600,20 16 45 ff ff ff ff ff
1693352375.292610,0cf00400,ff ff 84 c0 12 ff ff ff
1693352375.293003,0cfedf00,95 c0 12 ff ff ff ff ff
1693352375.597241,0cf00300,ff 00 1c ff ff ff ff ff
1693352375.597656,0cf00400,ff ff 86 c0 12 ff ff ff
1693352375.598257,0cfedf00,8e c0 12 ff ff ff ff ff
1693352375.598844,0cfee900,ff ff ff ff 5a 72 00 00
1693352375.599430,0cfef200,00 00 ff ff ff ff ff ff
1693352375.600019,0cfef600,1e 13 4a ff ff ff ff ff
1693352375.904249,0cf00400,ff ff 84 c0 12 ff ff ff
1693352375.904644,0cfedf00,8c c0 12 ff ff ff ff ff
1693352376.208931,0cf00300,ff 00 18 ff ff ff ff ff
1693352376.209340,0cf00400,ff ff 7f c0 12 ff ff ff
1693352376.209957,0cfedf00,92 c0 12 ff ff ff ff ff
1693352376.210537,0cfee900,ff ff ff ff 72 72 00 00
1693352376.211323,0cfef600,1b 19 4b ff ff ff ff ff
1693352376.515675,0cf00400,ff ff 86 c0 12 ff ff ff
1693352376.516135,0cfedf00,8c c0 12 ff ff ff ff ff
1693352376.820286,0cf00300,ff 00 1b ff ff ff ff ff
1693352376.820552,0cf00400,ff ff 84 c0 12 ff ff ff
1693352376.821641,0cfedf00,96 c0 12 ff ff ff ff ff
1693352376.822182,0cfee900,ff ff ff ff 8a 72 00 00
1693352376.822791,0cfef200,00 00 ff ff ff ff ff ff
1693352376.823386,0cfef600,13 1c 45 ff ff ff ff ff
1693352377.127626,0cf00400,ff ff 7e c0 12 ff ff ff
1693352377.127897,0cfedf00,94 c0 12 ff ff ff ff ff
1693352377.431961,0cf00300,ff 00 13 ff ff ff ff ff
1693352377.432289,0cf00400,ff ff 81 c0 12 ff ff ff
1693352377.432841,0cfedf00,92 c0 12 ff ff ff ff ff
1693352377.433442,0cfee900,ff ff ff ff a2 72 00 00
1693352377.433976,0cfef600,12 13 44 ff ff ff ff ff
1693352377.738523,0cf00400,ff ff 88 c0 12 ff ff ff
1693352377.738935,0cfedf00,8c c0 12 ff ff ff ff ff
1693352378.043153,0cf00300,ff 00 1d ff ff ff ff ff
1693352378.043421,0cf00400,ff ff 83 c0 12 ff ff ff
1693352378.043971,0cfedf00,8d c0 12 ff ff ff ff ff
1693352378.044521,0cfee900,ff ff ff ff ba 72 00 00
1693352378.045151,0cfeee00,38 59 e0 25 ff ff ff ff
1693352378.045644,0cfeef00,17 ff ff 1b ff ff ff 8c
1693352378.046244,0cfef200,00 00 ff ff ff ff ff ff
1693352378.046822,0cfef500,d0 ff ff ff ff ff ff ff
1693352378.047405,0cfef600,17 1a 41 ff ff ff ff ff
1693352378.351154,0cf00400,ff ff 80 c0 12 ff ff ff
1693352378.351476,0cfedf00,8f c0 12 ff ff ff ff ff
1693352378.655589,0cf00300,ff 00 19 ff ff ff ff ff
1693352378.655905,0cf00400,ff ff 85 c0 12 ff ff ff
1693352378.656464,0cfedf00,91 c0 12 ff ff ff ff ff
1693352378.657042,0cfee900,ff ff ff ff d2 72 00 00
1693352378.657622,0cfef600,13 1b 49 ff ff ff ff ff
1693352378.961563,0cf00400,ff ff 7e c0 12 ff ff ff
1693352378.961704,0cfedf00,95 c0 12 ff ff ff ff ff
1693352379.265536,0cf00300,ff 00 15 ff ff ff ff ff
1693352379.266908,0cf00400,ff ff 80 c0 12 ff ff ff
1693352379.267295,0cfedf00,90 c0 12 ff ff ff ff ff
1693352379.268059,0cfee900,ff ff ff ff ea 72 00 00
1693352379.268267,0cfef200,00 00 ff ff ff ff ff ff
1693352379.269246,0cfef600,14 12 4a ff ff ff ff ff
1693352379.572878,0cf00400,ff ff 88 c0 12 ff ff ff
1693352379.573206,0cfedf00,96 c0 12 ff ff ff ff ff
1693352379.877017,0cf00300,ff 00 1e ff ff ff ff ff
1693352379.877547,0cf00400,ff ff 87 c0 12 ff ff ff
1693352379.878099,0cfedf00,90 c0 12 ff ff ff ff ff
1693352379.878692,0cfee900,ff ff ff ff 02 73 00 00
1693352379.879255,0cfef600,1f 15 47 ff ff ff ff ff
1693352380.183336,0cf00400,ff ff 88 c0 12 ff ff ff
1693352380.183608,0cfedf00,8e c0 12 ff ff ff ff ff
1693352380.487657,0cf00300,ff 00 0e ff ff ff ff ff
1693352380.487977,0cf00400,ff ff 86 c0 12 ff ff ff
1693352380.488535,0cfedf00,96 c0 12 ff ff ff ff ff
1693352380.489120,0cfee900,ff ff ff ff 1a 73 00 00
1693352380.489708,0cfef200,00 00 ff ff ff ff ff ff
1693352380.490278,0cfef600,1c 15 46 ff ff ff ff ff
1693352380.794065,0cf00400,ff ff 85 c0 12 ff ff ff
1693352380.794357,0cfedf00,91 c0 12 ff ff ff ff ff
1693352381.098486,0cf00300,ff 00 12 ff ff ff ff ff
1693352381.098692,0cf00400,ff ff 87 c0 12 ff ff ff
1693352381.099297,0cfedf00,8f c0 12 ff ff ff ff ff
1693352381.099877,0cfee900,ff ff ff ff 32 73 00 00
1693352381.100450,0cfeee00,24 86 40 28 ff ff ff ff
1693352381.101029,0cfeef00,19 ff ff 1a ff ff ff 93
1693352381.101610,0cfef600,1f 11 46 ff ff ff ff ff
1693352381.405348,0cf00400,ff ff 82 c0 12 ff ff ff
1693352381.405616,0cfedf00,95 c0 12 ff ff ff ff ff
1693352381.709675,0cf00300,ff 00 1a ff ff ff ff ff
1693352381.710075,0cf00400,ff ff 84 c0 12 ff ff ff
1693352381.710636,0cfedf00,94 c0 12 ff ff ff ff ff
1693352381.711227,0cfee900,ff ff ff ff 4a 73 00 00
1693352381.711798,0cfef200,00 00 ff ff ff ff ff ff
1693352381.712365,0cfef600,1d 1e 45 ff ff ff ff ff
1693352382.016507,0cf00400,ff ff 7f c0 12 ff ff ff
1693352382.016740,0cfedf00,95 c0 12 ff ff ff ff ff
1693352382.320904,0cf00300,ff 00 15 ff ff ff ff ff
1693352382.321351,0cf00400,ff ff 85 c0 12 ff ff ff
1693352382.321965,0cfedf00,92 c0 12 ff ff ff ff ff
1693352382.322513,0cfee900,ff ff ff ff 62 73 00 00
